22q11 deletion syndrome	musculoskeletal abnormalities|cardiovascular abnormalities|heart diseases|lymphatic diseases|congenital abnormalities|genetic diseases, inborn|parathyroid diseases
pneumonia, pneumococcal	bacterial infections|lung diseases|respiratory tract infections
pneumonia, pneumocystis	lung diseases|mycoses|respiratory tract infections
pneumonia, progressive interstitial, of sheep	rna virus infections|slow virus diseases
pneumonia, rickettsial	bacterial infections|lung diseases|respiratory tract infections
pneumonia, staphylococcal	bacterial infections|lung diseases|respiratory tract infections
pneumonia, ventilator-associated	infection|lung diseases|thoracic injuries|respiratory tract infections
pneumonia, viral	lung diseases|respiratory tract infections|pneumonia, viral
pneumonic plague	bacterial infections
pneumopericardium	heart diseases
pneumoperitoneum	peritoneal diseases
pneumorrhachis	central nervous system diseases
pneumothorax	pleural diseases
pneumovirus infections	rna virus infections
poems syndrome	congenital abnormalities|hematologic diseases|immunoproliferative disorders|neuromuscular diseases
poisoning	poisoning
poland syndrome	bone diseases|congenital abnormalities|musculoskeletal abnormalities
poliomyelitis	central nervous system infections|central nervous system viral diseases|rna virus infections|central nervous system diseases|neuromuscular diseases
poliomyelitis, bulbar	central nervous system infections|central nervous system viral diseases|rna virus infections|central nervous system diseases|neuromuscular diseases
pollen allergy	hypersensitivity|nose diseases|respiratory hypersensitivity|respiratory tract infections
polyarteritis nodosa	vascular diseases|skin diseases
polychondritis, relapsing	cartilage diseases|connective tissue diseases
polycystic kidney diseases	female urogenital diseases|urologic diseases
polycystic kidney, autosomal dominant	female urogenital diseases|urologic diseases
polycystic kidney, autosomal recessive	female urogenital diseases|genetic diseases, inborn|urologic diseases
polycystic ovary syndrome	female urogenital diseases|cysts|gonadal disorders
polycythemia	hematologic diseases
polycythemia vera	hematologic diseases
polydactyly	congenital abnormalities|musculoskeletal abnormalities
polydipsia	pathologic processes|signs and symptoms
polydipsia, psychogenic	pathologic processes|signs and symptoms
polyendocrinopathies, autoimmune	autoimmune diseases|polyendocrinopathies, autoimmune
polyhydramnios	pregnancy complications
polymyalgia rheumatica	connective tissue diseases|muscular diseases|rheumatic diseases
polymyositis	muscular diseases|neuromuscular diseases
polyneuropathies	neuromuscular diseases
polyneuropathy	neuromuscular diseases
polyomavirus infections	dna virus infections
polyp	pathological conditions, anatomical
polyploid cell	pathologic processes
polyploidy	pathologic processes
polyps	pathological conditions, anatomical
polyradiculoneuropathy	autoimmune diseases|autoimmune diseases of the nervous system|demyelinating diseases|neuromuscular diseases
polyradiculoneuropathy, chronic inflammatory demyelinating	autoimmune diseases|autoimmune diseases of the nervous system|demyelinating diseases|neuromuscular diseases
polyradiculopathy	neuromuscular diseases|autoimmune diseases of the nervous system|demyelinating diseases|autoimmune diseases
polyuria	female urogenital diseases|urologic diseases|signs and symptoms
ponv	signs and symptoms|pathologic processes
popliteal cyst	cysts
porcine postweaning multisystemic wasting syndrome	dna virus infections
porcine reproductive and respiratory syndrome	rna virus infections
porokeratosis	genetic diseases, inborn|skin diseases
poroma	neoplasms by histologic type
porphyria	genetic diseases, inborn|metabolic diseases|skin diseases
porphyria cutanea tarda	genetic diseases, inborn|liver diseases|metabolic diseases|skin diseases
porphyria, acute intermittent	genetic diseases, inborn|liver diseases|metabolic diseases|skin diseases
porphyria, erythropoietic	genetic diseases, inborn|metabolic diseases|skin diseases
porphyria, hepatoerythropoietic	genetic diseases, inborn|liver diseases|metabolic diseases|skin diseases
porphyria, variegate	genetic diseases, inborn|liver diseases|metabolic diseases|skin diseases
porphyrias	genetic diseases, inborn|metabolic diseases|skin diseases
porphyrias, hepatic	genetic diseases, inborn|liver diseases|metabolic diseases|skin diseases
port-wine stain	congenital abnormalities|skin diseases
positive-pressure respiration, intrinsic	respiration disorders
post-concussion syndrome	central nervous system diseases|trauma, nervous system|craniocerebral trauma|wounds, nonpenetrating
post-dural puncture headache	central nervous system diseases
post-exercise hypotension	autonomic nervous system diseases|vascular diseases|signs and symptoms
post-traumatic headache	central nervous system diseases
postcholecystectomy syndrome	biliary tract diseases|pathologic processes
posterior capsular rupture, ocular	eye injuries
posterior cervical sympathetic syndrome	bone diseases
posterior leukoencephalopathy syndrome	central nervous system diseases
posterior tibial tendon dysfunction	foot diseases
postgastrectomy syndromes	gastrointestinal diseases|pathologic processes
postmenopausal osteoporosis	bone diseases
postmortem change	pathologic processes
postmortem changes	pathologic processes
postoperative complication	pathologic processes
postoperative complications	pathologic processes
postoperative hemorrhage	pathologic processes
postoperative nausea	signs and symptoms|pathologic processes
postoperative nausea and vomiting	signs and symptoms|pathologic processes
postoperative pain	neurologic manifestations|signs and symptoms|pathologic processes
postpartum hemorrhage	pathologic processes|pregnancy complications|female urogenital diseases
postpartum thyroiditis	pregnancy complications|thyroid diseases|autoimmune diseases
postpericardiotomy syndrome	heart diseases|pathologic processes
postphlebitic syndrome	vascular diseases
postpoliomyelitis syndrome	central nervous system infections|central nervous system viral diseases|rna virus infections|muscular diseases|neuromuscular diseases|central nervous system diseases|neurodegenerative diseases
postprandial hyperglycemia	metabolic diseases
postthrombotic syndrome	vascular diseases
postural orthostatic tachycardia syndrome	autonomic nervous system diseases|signs and symptoms
potassium deficiency	nutrition disorders
pott puffy tumor	bone diseases|infection|orbital diseases
pouchitis	gastrointestinal diseases
poxviridae infections	dna virus infections
prader-willi syndrome	congenital abnormalities|genetic diseases, inborn|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood|nutrition disorders
pre-eclampsia	pregnancy complications|vascular diseases
pre-excitation syndromes	heart diseases|pathologic processes
pre-excitation, mahaim-type	heart diseases|pathologic processes
precocious puberty	gonadal disorders
preconception injuries	preconception injuries
precursor b-cell lymphoblastic leukemia-lymphoma	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
precursor cell lymphoblastic leukemia-lymphoma	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
precursor t-cell lymphoblastic leukemia-lymphoma	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
prediabetic state	diabetes mellitus|metabolic diseases
pregnancy complication	pregnancy complications
pregnancy complications	pregnancy complications
pregnancy complications, cardiovascular	pregnancy complications|pregnancy complications, cardiovascular
pregnancy complications, hematologic	hematologic diseases|pregnancy complications
pregnancy complications, infectious	infection|pregnancy complications
pregnancy complications, neoplastic	pregnancy complications|pregnancy complications, neoplastic
pregnancy complications, parasitic	pregnancy complications|infection|pregnancy complications, parasitic
pregnancy in diabetics	pregnancy complications
pregnancy, abdominal	pregnancy complications
pregnancy, ectopic	pregnancy complications
pregnancy, heterotopic	pregnancy complications
pregnancy, prolonged	pregnancy complications
pregnancy, tubal	pregnancy complications
prehypertension	vascular diseases
preleukemia	hematologic diseases|precancerous conditions
premature birth	pregnancy complications
premature ejaculation	genital diseases, male|sexual and gender disorders|female urogenital diseases
premature labor	pregnancy complications
premenstrual syndrome	pathologic processes
prenatal exposure delayed effects	pregnancy complications
prenatal injuries	pregnancy complications
presbycusis	ear diseases|neurologic manifestations|signs and symptoms
presbyopia	refractive errors
pressure ulcer	skin diseases
preterm labor	pregnancy complications
priapism	genital diseases, male
primary biliary cirrhosis	biliary tract diseases|liver diseases
primary brain tumor	central nervous system diseases|neoplasms by site|nervous system neoplasms
primary dysautonomias	autonomic nervous system diseases
primary graft dysfunction	pathologic processes|vascular diseases
primary hyperparathyroidism	parathyroid diseases
primary myelofibrosis	hematologic diseases
primary ovarian insufficiency	female urogenital diseases|gonadal disorders
primary progressive nonfluent aphasia	neurologic manifestations|signs and symptoms|central nervous system diseases|delirium, dementia, amnestic, cognitive disorders|mental disorders diagnosed in childhood|neurodegenerative diseases|metabolic diseases
prion diseases	central nervous system infections|neurodegenerative diseases|central nervous system diseases
proctitis	gastrointestinal diseases
proctocolitis	gastrointestinal diseases
prodromal symptoms	signs and symptoms
progeria	genetic diseases, inborn|metabolic diseases
prognathism	congenital abnormalities|musculoskeletal abnormalities|jaw diseases|stomatognathic system abnormalities
progressive myopia	refractive errors
prolactinoma	neoplasms by histologic type|central nervous system diseases|endocrine gland neoplasms|neoplasms by site|pituitary diseases|nervous system neoplasms
prolapse	pathological conditions, anatomical
prolidase deficiency	congenital abnormalities|genetic diseases, inborn|metabolic diseases|skin diseases
proliferative vitreoretinopathy	retinal diseases|vitreoretinopathy, proliferative
propionic acidemia	genetic diseases, inborn|metabolic diseases
prosopagnosia	neurologic manifestations|signs and symptoms
prostate cancer	genital diseases, male|neoplasms by site|urogenital neoplasms
prostatic diseases	genital diseases, male
prostatic hyperplasia	genital diseases, male
prostatic hypertrophy	genital diseases, male
prostatic intraepithelial neoplasia	neoplasms by histologic type
prostatic neoplasm	genital diseases, male|neoplasms by site|urogenital neoplasms
prostatic neoplasms	genital diseases, male|neoplasms by site|urogenital neoplasms
prostatism	signs and symptoms
prostatitis	genital diseases, male
prosthesis failure	pathologic processes
prosthesis-related infections	infection|pathologic processes
protein c deficiency	hematologic diseases|genetic diseases, inborn
protein deficiency	nutrition disorders
protein s deficiency	hematologic diseases
protein-energy malnutrition	nutrition disorders
protein-losing enteropathies	gastrointestinal diseases
proteinuria	female urogenital diseases|urologic diseases|signs and symptoms
proteostasis deficiencies	metabolic diseases
proteus infections	bacterial infections
proteus syndrome	congenital abnormalities|bone diseases|hamartoma|neoplasms, multiple primary|neoplastic syndromes, hereditary|genetic diseases, inborn|musculoskeletal abnormalities
protoporphyria, erythropoietic	genetic diseases, inborn|liver diseases|metabolic diseases|skin diseases
protozoan infection	protozoan infections
protozoan infections	protozoan infections
protozoan infections, animal	parasitic diseases, animal|protozoan infections
prune belly syndrome	congenital abnormalities
prurigo	skin diseases
pruritus	skin diseases|signs and symptoms
pruritus ani	gastrointestinal diseases|skin diseases|signs and symptoms
pruritus vulvae	female urogenital diseases|skin diseases|signs and symptoms
pseudarthrosis	fractures, bone
pseudobulbar palsy	neurologic manifestations|signs and symptoms
pseudogout	joint diseases
pseudohypoaldosteronism	female urogenital diseases|genetic diseases, inborn|urologic diseases|metabolic diseases
pseudohypoparathyroidism	bone diseases|metabolic diseases|genetic diseases, inborn
pseudolymphoma	lymphatic diseases
pseudomonas infection	bacterial infections
pseudomonas infections	bacterial infections
pseudomyxoma peritonei	neoplasms by histologic type
pseudophakia	signs and symptoms
pseudopseudohypoparathyroidism	bone diseases|metabolic diseases|genetic diseases, inborn
pseudorabies	central nervous system infections|central nervous system viral diseases|dna virus infections|central nervous system diseases
pseudotumor cerebri	central nervous system diseases
pseudoxanthoma elasticum	congenital abnormalities|connective tissue diseases|genetic diseases, inborn|hematologic diseases|vascular diseases|skin diseases
psittacosis	bacterial infections
psoas abscess	infection|pathologic processes
psoriasis	skin diseases
psychomotor agitation	central nervous system diseases|neurologic manifestations|signs and symptoms
psychomotor disorders	neurologic manifestations|signs and symptoms
psychophysiologic disorder	neurologic manifestations|signs and symptoms
psychophysiologic disorders	neurologic manifestations|signs and symptoms
psychoses, alcoholic	alcohol-related disorders|poisoning|schizophrenia and disorders with psychotic features|substance-related disorders|psychoses, substance-induced
psychoses, substance-induced	poisoning|psychoses, substance-induced|schizophrenia and disorders with psychotic features
psychotic disorders	schizophrenia and disorders with psychotic features
pterygium	conjunctival diseases
puberty, delayed	gonadal disorders
puberty, precocious	gonadal disorders
pubic symphysis diastasis	dislocations|pregnancy complications
pudendal neuralgia	neuromuscular diseases|neurologic manifestations|signs and symptoms
puerperal disorders	pregnancy complications
puerperal infection	infection|pregnancy complications
pulmonary adenomatosis, ovine	neoplasms by histologic type|rna virus infections|tumor virus infections
pulmonary alveolar proteinosis	lung diseases
pulmonary aspergillosis	lung diseases|mycoses|respiratory tract infections
pulmonary atelectasis	lung diseases
pulmonary atresia	cardiovascular abnormalities|congenital abnormalities|heart diseases
pulmonary blastoma	neoplasms by site|lung diseases|respiratory tract neoplasms|neoplasms by histologic type
pulmonary disease, chronic obstructive	lung diseases
pulmonary edema	lung diseases
pulmonary embolism	vascular diseases|lung diseases
pulmonary emphysema	lung diseases
pulmonary eosinophilia	hematologic diseases|lung diseases
pulmonary fibrosis	lung diseases
pulmonary heart disease	heart diseases
pulmonary hypertension	lung diseases
pulmonary infarction	vascular diseases|lung diseases
pulmonary sclerosing hemangioma	lung diseases|neoplasms by site|respiratory tract neoplasms
pulmonary subvalvular stenosis	heart diseases
pulmonary tuberculosis	bacterial infections|lung diseases|respiratory tract infections
pulmonary valve insufficiency	heart diseases
pulmonary valve stenosis	heart diseases
pulmonary veno-occlusive disease	lung diseases|vascular diseases
pulpitis	tooth diseases
pulpless teeth	tooth diseases
pupil disorders	neurologic manifestations|pupil disorders|signs and symptoms
pure autonomic failure	autonomic nervous system diseases
purine-pyrimidine metabolism, inborn errors	genetic diseases, inborn|metabolic diseases
purpura	hematologic diseases|pathologic processes|signs and symptoms
purpura fulminans	hematologic diseases|pathologic processes|signs and symptoms
purpura, hyperglobulinemic	hematologic diseases|pathologic processes|vascular diseases|signs and symptoms
purpura, schoenlein-henoch	hematologic diseases|pathologic processes|vascular diseases|hypersensitivity|signs and symptoms
purpura, thrombocytopenic	hematologic diseases|pathologic processes|signs and symptoms|purpura, thrombocytopenic
purpura, thrombocytopenic, idiopathic	autoimmune diseases|hematologic diseases|pathologic processes|signs and symptoms|purpura, thrombocytopenic
purpura, thrombotic thrombocytopenic	hematologic diseases|pathologic processes|signs and symptoms|purpura, thrombocytopenic
putaminal hemorrhage	central nervous system diseases|vascular diseases|pathologic processes
pycnodysostosis	bone diseases|genetic diseases, inborn|metabolic diseases
pyelectasis	congenital abnormalities|fetal diseases|pregnancy complications|urogenital abnormalities
pyelitis	female urogenital diseases|urologic diseases
pyelocystitis	urologic diseases|female urogenital diseases
pyelonephritis	female urogenital diseases|urologic diseases
pyelonephritis, xanthogranulomatous	female urogenital diseases|urologic diseases
pyloric stenosis	gastrointestinal diseases
pyloric stenosis, hypertrophic	gastrointestinal diseases
pyoderma	skin diseases
pyoderma gangrenosum	skin diseases
pyometra	female urogenital diseases
pyomyositis	infection|muscular diseases|neuromuscular diseases|pathologic processes
pyonephrosis	female urogenital diseases|urologic diseases
pyruvate carboxylase deficiency disease	central nervous system diseases|metabolic diseases|genetic diseases, inborn
pyruvate dehydrogenase complex deficiency disease	central nervous system diseases|metabolic diseases|genetic diseases, inborn|neurodegenerative diseases|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
pyruvate metabolism, inborn errors	genetic diseases, inborn|metabolic diseases
pythiosis	zoonoses
pyuria	female urogenital diseases|infection|urologic diseases
q fever	bacterial infections
quadriplegia	neurologic manifestations|signs and symptoms
rabies	rna virus infections
radial neuropathy	neuromuscular diseases
radiation injuries	radiation injuries
radiation injuries, experimental	radiation injuries
radiation injury	radiation injuries
radiation pneumonitis	lung diseases|thoracic injuries|radiation injuries
radiation-induced neoplasm	neoplasms, radiation-induced|radiation injuries
radicular cyst	cysts|bone diseases|jaw diseases|mouth diseases
radiculopathy	neuromuscular diseases
radiodermatitis	skin diseases|radiation injuries
radius fractures	arm injuries|fractures, bone
ranula	cysts|mouth diseases
rare diseases	pathologic processes
rat-bite fever	bacterial infections
raynaud disease	vascular diseases
reactive attachment disorder	mental disorders diagnosed in childhood
recrudescence	pathologic processes
rectal diseases	gastrointestinal diseases
rectal fistula	digestive system fistula|pathological conditions, anatomical|gastrointestinal diseases
rectal neoplasm	neoplasms by site|digestive system neoplasms|gastrointestinal diseases
rectal neoplasms	neoplasms by site|digestive system neoplasms|gastrointestinal diseases
rectal prolapse	gastrointestinal diseases|pathological conditions, anatomical
rectocele	gastrointestinal diseases
rectovaginal fistula	digestive system fistula|pathological conditions, anatomical|gastrointestinal diseases|female urogenital diseases
recurrence	pathologic processes
recurrent laryngeal nerve injuries	cranial nerve diseases|trauma, nervous system|craniocerebral trauma|laryngeal diseases
red-cell aplasia, pure	hematologic diseases
refeeding syndrome	nutrition disorders
reflex sympathetic dystrophy	autonomic nervous system diseases|neuromuscular diseases
reflex, abnormal	neurologic manifestations|signs and symptoms
reflex, babinski	neurologic manifestations|signs and symptoms
refractive errors	refractive errors
refsum disease	central nervous system diseases|metabolic diseases|genetic diseases, inborn|congenital abnormalities|nervous system malformations|neurodegenerative diseases|neuromuscular diseases
refsum disease, infantile	central nervous system diseases|metabolic diseases|genetic diseases, inborn
relapsing fever	bacterial infections|arbovirus infections|protozoan infections
rem sleep behavior disorder	sleep disorders
rem sleep parasomnias	sleep disorders
remission, spontaneous	pathologic processes
renal aminoacidurias	female urogenital diseases|genetic diseases, inborn|urologic diseases|metabolic diseases
renal artery obstruction	vascular diseases|female urogenital diseases|urologic diseases
renal calculus	pathological conditions, anatomical|female urogenital diseases|urologic diseases
renal colic	signs and symptoms|neurologic manifestations
renal failure	female urogenital diseases|urologic diseases
renal hypertension	female urogenital diseases|vascular diseases|urologic diseases
renal insufficiency	female urogenital diseases|urologic diseases
renal insufficiency, chronic	female urogenital diseases|urologic diseases
renal nutcracker syndrome	female urogenital diseases|urologic diseases
renal osteodystrophy	nutrition disorders|bone diseases|metabolic diseases|female urogenital diseases|parathyroid diseases|urologic diseases
renal tuberculosis	bacterial infections|female urogenital diseases|urologic diseases|tuberculosis, urogenital
renal tubular transport, inborn errors	female urogenital diseases|genetic diseases, inborn|urologic diseases|metabolic diseases
reoviridae infections	rna virus infections
reperfusion injury	pathologic processes|vascular diseases
reproductive tract infections	female urogenital diseases|genital diseases, male|infection
respiration disorder	respiration disorders
respiration disorders	respiration disorders
respiratory aspiration	pathologic processes|respiration disorders
respiratory aspiration of gastric contents	gastrointestinal diseases|pharyngeal diseases|laryngeal diseases|pathologic processes|respiration disorders
respiratory depression	respiration disorders
respiratory distress syndrome, adult	lung diseases|respiration disorders
respiratory distress syndrome, newborn	infant, newborn, diseases|lung diseases|respiration disorders
respiratory failure	respiration disorders
respiratory hypersensitivity	hypersensitivity|respiratory hypersensitivity
respiratory infections	infection|respiratory tract infections
respiratory insufficiency	respiration disorders
respiratory paralysis	neurologic manifestations|signs and symptoms|respiration disorders
respiratory sounds	signs and symptoms
respiratory syncytial virus infections	rna virus infections
respiratory tract fistula	pathological conditions, anatomical|respiratory tract fistula
respiratory tract infection	infection|respiratory tract infections
respiratory tract infections	infection|respiratory tract infections
respiratory tract neoplasms	neoplasms by site|respiratory tract neoplasms
respirovirus infections	rna virus infections
restless legs	sleep disorders
restless legs syndrome	sleep disorders
restlessness	central nervous system diseases|neurologic manifestations|signs and symptoms
retained placenta	pregnancy complications
reticulocytosis	signs and symptoms
retinal artery occlusion	vascular diseases|retinal diseases
retinal degeneration	retinal diseases
retinal detachment	retinal diseases
retinal drusen	retinal diseases
retinal dysplasia	congenital abnormalities|eye abnormalities|eye diseases, hereditary|genetic diseases, inborn|retinal diseases
retinal dystrophies	retinal diseases
retinal hemorrhage	eye hemorrhage|pathologic processes|retinal diseases
retinal necrosis syndrome, acute	retinal diseases
retinal neoplasms	eye neoplasms|neoplasms by site|retinal diseases
retinal neovascularization	pathologic processes|retinal diseases
retinal perforation	retinal diseases
retinal perforations	retinal diseases
retinal telangiectasis	retinal diseases|vascular diseases
retinal vasculitis	retinal diseases|vascular diseases
retinal vein occlusion	vascular diseases|retinal diseases
retinitis	retinal diseases
retinitis pigmentosa	eye diseases, hereditary|genetic diseases, inborn|retinal diseases
retinoblastoma	eye neoplasms|neoplasms by histologic type|neoplasms by site|retinal diseases
retinopathy of prematurity	infant, newborn, diseases|retinal diseases
retinoschisis	retinal diseases
retrobulbar hemorrhage	pathologic processes|orbital diseases
retrocochlear diseases	ear diseases
retrognathia	congenital abnormalities|musculoskeletal abnormalities|jaw diseases|stomatognathic system abnormalities
retrograde amnesia	neurologic manifestations|signs and symptoms|delirium, dementia, amnestic, cognitive disorders
retrograde degeneration	pathologic processes
retroperitoneal fibrosis	pathologic processes
retroperitoneal neoplasms	neoplasms by site
retropharyngeal abscess	infection|pathologic processes|pharyngeal diseases|respiratory tract infections
retropneumoperitoneum	pathologic processes|retropneumoperitoneum
retroviridae infections	rna virus infections
rett syndrome	genetic diseases, inborn|neurodegenerative diseases|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
reye syndrome	central nervous system diseases|metabolic diseases|liver diseases
rh isoimmunization	blood group incompatibility|hematologic diseases
rhabditida infections	helminthiasis
rhabdoid tumor	neoplasms by histologic type
rhabdomyolysis	muscular diseases
rhabdomyoma	neoplasms by histologic type
rhabdomyosarcoma	neoplasms by histologic type
rhabdomyosarcoma, alveolar	neoplasms by histologic type
rhabdomyosarcoma, embryonal	neoplasms by histologic type
rhabdoviridae infection	rna virus infections
rhabdoviridae infections	rna virus infections
rheumatic arthritis	joint diseases|bacterial infections|rheumatic diseases
rheumatic disease	connective tissue diseases|rheumatic diseases
rheumatic diseases	connective tissue diseases|rheumatic diseases
rheumatic fever	joint diseases|bacterial infections|rheumatic diseases
rheumatic heart disease	bacterial infections|heart diseases|joint diseases|rheumatic diseases
rheumatic nodule	joint diseases|rheumatic diseases|bacterial infections
rheumatism	connective tissue diseases|rheumatic diseases
rheumatoid arthritis	joint diseases|rheumatic diseases|connective tissue diseases|autoimmune diseases
rheumatoid nodule	joint diseases|rheumatic diseases|connective tissue diseases|autoimmune diseases
rheumatoid vasculitis	joint diseases|rheumatic diseases|connective tissue diseases|autoimmune diseases|vascular diseases
rhinitis	nose diseases|respiratory tract infections
rhinitis, allergic, perennial	hypersensitivity|nose diseases|respiratory hypersensitivity|respiratory tract infections
rhinitis, allergic, seasonal	hypersensitivity|nose diseases|respiratory hypersensitivity|respiratory tract infections
rhinitis, atrophic	nose diseases|respiratory tract infections
rhinitis, vasomotor	nose diseases|respiratory tract infections
rhinophyma	skin diseases
rhinoscleroma	bacterial infections|infection|nose diseases|respiratory tract infections|skin diseases
rhinosporidiosis	mesomycetozoea infections
rib fractures	fractures, bone|thoracic injuries
riboflavin deficiency	nutrition disorders
rickets	nutrition disorders|bone diseases|metabolic diseases
rickettsia infections	bacterial infections
rickettsiaceae infections	bacterial infections
rift valley fever	arbovirus infections|rna virus infections|liver diseases|hepatitis, viral, animal
rigor mortis	pathologic processes
rinderpest	rna virus infections
ring chromosomes	pathologic processes
rna virus infections	rna virus infections
rocky mountain spotted fever	bacterial infections|arbovirus infections|protozoan infections
rolandic epilepsy	central nervous system diseases
romano-ward syndrome	heart diseases|pathologic processes|cardiovascular abnormalities|congenital abnormalities
root caries	tooth diseases
root resorption	tooth diseases
rosacea	skin diseases
roseolovirus infections	dna virus infections
rotavirus infections	rna virus infections
rothmund-thomson syndrome	congenital abnormalities|metabolic diseases|genetic diseases, inborn|infant, newborn, diseases|skin diseases
rubella	rna virus infections
rubella syndrome, congenital	congenital abnormalities|rna virus infections
rubinstein-taybi syndrome	congenital abnormalities|bone diseases|genetic diseases, inborn|musculoskeletal abnormalities|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
rubivirus infections	rna virus infections
rubulavirus infections	rna virus infections
rupture	rupture
rupture, spontaneous	pathological conditions, anatomical
sacroiliitis	joint diseases
sadism	sexual and gender disorders
sagittal sinus thrombosis	central nervous system diseases|vascular diseases
salivary calculi	pathological conditions, anatomical|mouth diseases
salivary duct calculi	pathological conditions, anatomical|mouth diseases
salivary gland calculi	pathological conditions, anatomical|mouth diseases
salivary gland diseases	mouth diseases
salivary gland fistula	pathological conditions, anatomical|mouth diseases
salivary gland neoplasms	neoplasms by site|mouth diseases
salmonella food poisoning	bacterial infections|poisoning
salmonella infection	bacterial infections
salmonella infections	bacterial infections
salmonella infections, animal	bacterial infections
salpingitis	female urogenital diseases|infection
sandhoff disease	central nervous system diseases|metabolic diseases|genetic diseases, inborn
sarcocystosis	protozoan infections
sarcoglycanopathies	heart diseases|genetic diseases, inborn|muscular diseases|neuromuscular diseases|respiration disorders
sarcoidosis	lymphatic diseases|immunoproliferative disorders
sarcoidosis, pulmonary	lung diseases|lymphatic diseases|immunoproliferative disorders
sarcoma	neoplasms by histologic type
sarcoma 180	neoplasms by histologic type|neoplasms, experimental
sarcoma 37	neoplasms by histologic type|neoplasms, experimental
sarcoma, alveolar soft part	neoplasms by histologic type
sarcoma, avian	neoplasms by histologic type|neoplasms, experimental|rna virus infections|tumor virus infections
sarcoma, clear cell	neoplasms by histologic type|connective tissue diseases
sarcoma, endometrial stromal	neoplasms by site|female urogenital diseases|neoplasms by histologic type|urogenital neoplasms
sarcoma, ewing	neoplasms by histologic type|connective tissue diseases
sarcoma, experimental	neoplasms by histologic type|neoplasms, experimental
sarcoma, kaposi	dna virus infections|neoplasms by histologic type
sarcoma, myeloid	neoplasms by histologic type
sarcoma, small cell	neoplasms by histologic type|connective tissue diseases
sarcoma, synovial	neoplasms by histologic type|connective tissue diseases
sarcoma, yoshida	neoplasms by histologic type|neoplasms, experimental
sarcopenia	pathological conditions, anatomical|neurologic manifestations|signs and symptoms
scabies	skin diseases, parasitic|skin diseases|infection
scalp dermatoses	skin diseases
scalp dermatosis	skin diseases
scarlet fever	bacterial infections
scheuermann disease	bone diseases
schistosomiasis	helminthiasis
schistosomiasis haematobia	female urogenital diseases|helminthiasis|infection|urologic diseases
schistosomiasis haematobium	female urogenital diseases|helminthiasis|infection|urologic diseases
schistosomiasis japonica	helminthiasis
schistosomiasis mansoni	helminthiasis
schizoid personality disorder	personality disorders
schizophrenia	schizophrenia and disorders with psychotic features
schizophrenia and disorders with psychotic features	schizophrenia and disorders with psychotic features
schizophrenia, catatonic	schizophrenia and disorders with psychotic features
schizophrenia, childhood	mental disorders diagnosed in childhood
schizophrenia, disorganized	schizophrenia and disorders with psychotic features
schizophrenia, paranoid	schizophrenia and disorders with psychotic features
schizotypal personality disorder	personality disorders
schnitzler syndrome	immunoproliferative disorders|hematologic diseases
sciatic neuropathy	neuromuscular diseases
sciatica	neuromuscular diseases|neurologic manifestations|signs and symptoms
scimitar syndrome	cardiovascular abnormalities|congenital abnormalities|lung diseases|respiratory system abnormalities|vascular diseases
scleral diseases	scleral diseases
scleredema adultorum	connective tissue diseases|skin diseases
sclerema neonatorum	congenital abnormalities|infant, newborn, diseases|skin diseases
scleritis	scleral diseases
scleroderma	connective tissue diseases|skin diseases
scleroderma, diffuse	connective tissue diseases|skin diseases
scleroderma, limited	connective tissue diseases|skin diseases
scleroderma, localized	connective tissue diseases|skin diseases
scleroderma, systemic	connective tissue diseases|skin diseases
scleromyxedema	connective tissue diseases
sclerosis	pathologic processes
scoliosis	bone diseases
scotoma	neurologic manifestations|vision disorders|signs and symptoms
scrapie	central nervous system infections|neurodegenerative diseases|central nervous system diseases
screw worm infection	skin diseases, parasitic
scrub typhus	bacterial infections
scurvy	nutrition disorders|hematologic diseases|vascular diseases
sea-blue histiocyte syndrome	central nervous system diseases|metabolic diseases|genetic diseases, inborn|lymphatic diseases
seasonal affective disorder	mood disorders
sebaceous gland diseases	skin diseases
sebaceous gland neoplasms	neoplasms by site|skin diseases
seborrheic dermatitis	skin diseases
secernentea infections	helminthiasis
seizure	central nervous system diseases|neurologic manifestations|signs and symptoms
seizures	central nervous system diseases|neurologic manifestations|signs and symptoms
seizures, febrile	central nervous system diseases
self mutilation	self mutilation
seminoma	neoplasms by histologic type
sensation disorders	neurologic manifestations|signs and symptoms
sepsis	infection|pathologic processes
septic shock	infection|pathologic processes
septo-optic dysplasia	congenital abnormalities|nervous system malformations
seroma	pathologic processes
serositis	pathologic processes
serotonin syndrome	poisoning
serratia infections	bacterial infections
sertoli cell tumor	endocrine gland neoplasms|genital diseases, male|neoplasms by site|urogenital neoplasms|gonadal disorders|neoplasms by histologic type|female urogenital diseases
sertoli cell-only syndrome	genital diseases, male|female urogenital diseases
sertoli-leydig cell tumor	female urogenital diseases|endocrine gland neoplasms|genital diseases, male|neoplasms by site|urogenital neoplasms|gonadal disorders|neoplasms by histologic type
serum sickness	skin diseases|hypersensitivity|poisoning
