id	molecule_name	technology_id
3985	oxymetazoline	3
3986	PF-05236812	5
3987		3
3988		3
3989	carlumab	5
3990	flu-mAb	5
3991		3
3992	MK-4618	3
3993	MK-3222	5
3994	rilimogene galvacirepvec	8
3995	litronesib	3
3996		5
3997		5
3998	ozoralizumab	5
3999		5
4000		5
4001	anrukinzumab	5
4002		5
4003	tafamidis meglumine	3
4004	oxycodone + naltrexone	3
4005	PD-325901	3
4006	PF-05082566	5
4007	4-antigen Staph Aureas	8
4008		3
4009	Anti-NKG2A	5
4010	IDegLira	2
4011	NN1731	4
4012	turoctocog alfa	4
4013	ferroportin	5
4014	hepcidin	5
4015	Hedgehog antagonist	3
4016		3
4017	ralimetinib	3
4018		3
4019		3
4020		3
4021	p70/AKT Inhibitor	3
4022		5
4023	VEGFR3 inhibitor	5
4024		5
4025		5
4026		5
4027		5
4028	doxorubicin	3
4029	CDK 4/6 Inhibitor	3
4030	gandotinib	3
4031		3
4032	LY3039478	3
4033	lixisenatide + Lantus	2
4034	warfarin 	3
4035	mipomersen	7
4036	MultiStem	9
4037	BMS 394136	3
4038		3
4039	axomadol	3
4040	tafamidis meglumine	3
4041	vernakalant - oral	3
4042	Lercanidipine + enalapril 	3
4043	ibuprofen + famotidine	3
4044	valsartan	3
4045	ALXN-6000	5
4046	talactoferrin	4
4047	barasertib	3
4048	ARRY424704	3
4049	BMS-754807	3
4050	emibetuzumab	5
4051	ronciclib	3
4052	CVX241	5
4053	CXCR4 inhibitor	5
4054	FGFR inhibitor	3
4055	flanvotumab	5
4056	GSK3 inhibitor	3
4057	JAK 2 inhibitor	3
4058	anti-PD-LI	5
4059	BAY86-9766	3
4060	MK-0752	3
4061	MK-1775	3
4062	MK-2206	3
4063	MK-4827	3
4064	MK-8033	3
4065	MLN4924	3
4066	alisertib	3
4067	ixazomib citrate	3
4068	Notch inhibitor	3
4069	pan Bcl-2 inhibitor	3
4070	PF-5212384	3
4071	narnatumab	5
4072	sepantronium bromide	3
4073	BMS-982470	4
4074	aprepitant / fosaprepitant	3
4075		3
4076	palonosetron	3
4077	HIV integrase inhibitor	3
4078	ferroportin	5
4079		4
4080	anti-hepcidin MAb	5
4081		4
4082	moroctocog alfa	4
4083	oral contraceptives	3
4084	erteberel	3
4085	LY-2452473 + tadalafil	3
4086	recombinant factor IX	4
4087	recombinant factor IX	4
4088	RTA-402	3
4089	azilsartan	3
4090	ronacaleret	3
4091	bentamapimod	3
4092	deferiprone	3
4093	influenza vaccine	8
4094	BI-54903 + Spiriva	3
4095	nintedanib	3
4097	crizotinib	3
4098	buprenorphine - transdermal	3
4099	nomegestrol + estrogen	3
4100	tramadol / tramadol + acetaminophen	3
4101	ARQ197	3
4102	crizotinib	3
4103	oral contraceptives	3
4104		3
4105		3
4106	Other MS Agents	3
4107		NULL
4108	erlotinib	3
4109	epoprostenol	3
4110		8
4111		3
4112	tretinoin	3
4113	dasatinib	3
4114	oral contraceptives	3
4115	RG3616	3
4116	interferon-beta 1a	4
4117	paroxetine	3
4118	plovamer	2
4119	simtuzumab	5
4120	LY2951742	5
4121	mGlu2 Pot/Cys	3
4122	Staccato loxapine	3
4123	LY-2928057	5
4124	NXL-104	3
4125	telaprevir	3
4126	fingolimod	3
4127	liposomal vincristine sulfate	3
4128	liposomal topotecan	3
4129	liposomal vinorelbine	3
4130	vitamin K3	3
4131	anti-endosialin MAb	5
4132	ODM-201	3
4133	asunaprevir	3
4134	tegobuvir	3
4135	lipegfilgrastim	4
4136	PSI-7977	3
4137		3
4138	certolizumab	5
4139	fluorouracil + salicyclic acid	3
4140	Human insulins	4
4141	glycopyrronium	3
4142	nomegestrol + estradiol	3
4143		8
4145	ONO-4641	3
4146	emepepimut-S	8
4147	Dengue fever vaccine	8
4148	other vaccines	8
4149	pediatric vaccine	8
4150	travel vaccine	8
4151	Tuberculosis vaccine	8
4152	esomeprazole	3
4153	MetMAb / anti-cMet	5
4154	OPA-6566	3
4155	RTH-258	5
4156	mechlorethamine 	3
4157	mechlorethamine 	3
4158	natalizumab	5
4159	escitalopram	3
4160	escitalopram	3
4161	olanzapine	3
4162	risperidone	3
4163	venlafaxine	3
4164	abicipar pegol	4
4165	fentanyl - sublingual	3
4166	asenapine	3
4167	ODM-201	3
4168	Recombinant porcine Factor VIII	4
4169	histamine dihydrochloride	3
4170	budesonide	3
4171	formoterol	3
4172	azelastine + fluticasone	3
4173	azelastine	3
4174	indacaterol + glycopyrronium	3
4175	ketoprofen + omeprazole	3
4176	naproxcinod	3
4177	Staccato loxapine	3
4178	PDA-001	9
4179	aclidinium	3
4180	morphine	3
4181	varespladib 	3
4183	ferric carboxymaltose	3
4185	DS-7309	3
4186	dextromethorphan + quinidine	3
4187		3
4188	GS 7340	3
4189	dolutegravir	3
4190	DiaPep-277	2
4191	DS-7309	3
4192	imiquimod	3
4193	clindamycin + tretinoin	3
4194	clindamycin + tretinoin	3
4195	tretinoin	3
4196	dolutegravir / abacavir / lamivudine FDC	NULL
4197	LGT209	5
4198	levothyroxine	3
4199	TTP-399	3
4200	Staph aureus	8
4201	omalizumab	5
4202	RG7598	5
4203	Anti-TWEAK MAb	5
4204	RO5028442	3
4205		5
4206	RO-4602522	3
4207	RG7129	3
4208	MetMAb / anti-cMet	5
4209	lebrikizumab	5
4210	Staph aureus	8
4213	ponatinib	3
4214	Azacitidine	3
4215	ACE-536	4
4216	deferiprone	3
4217		3
4218	setipiprant	3
4219	MnB rLp2086	8
4220		3
4221	REGN846	5
4222		4
4223		3
4224		3
4225		4
4226	ferric carboxymaltose	3
4227	iron sucrose	3
4228	sustained-release somatropin	4
4229	sustained-release somatropin	4
4230	sustained-release somatropin	4
4231	somatropin	4
4232	somatropin	4
4233	somatropin	4
4234		7
4235		3
4236	StarGen	6
4237	SAR231893	5
4238	ilorasertib	3
4239		5
4240	ABT-700	5
4241	ABT-652	3
4242	 	5
4243	S1P1 + S1P5 modulator	3
4244	tregalizumab	5
4245		8
4246		8
4247	LY-2623091	3
4248	dolutegravir / abacavir / lamivudine FDC	3
4249	thiarabine	3
4250	VX-770	3
4251	VX-809	3
4252	LAS100977 + ICS	3
4253	ATL313	3
4254		NULL
4255	betafectin PGG glucan	10
4256	ceftazidime + avibactam	3
4257	fidaxomicin	3
4258	MT-1303	3
4259	MT-7716	3
4260	testosterone gel	3
4261	sitagliptin + simvastatin	3
4262		3
4263	mirabegron	3
4264	abatacept	5
4265	mGlu2/3 prodrug	3
4266	ferric citrate	3
4267	candesartan + hydrochlorothiazide	3
4268	candesartan + amlodipine	3
4269	rebamipide	3
4270	sarilumab	5
4271	brexpiprazole	3
4273	tbo-filgrastim	4
4274		4
4275	Other Huntington's Disease Agents	3
4276	Other Stroke Recovery Agents	3
4277	Other ALS Agents	3
4278	Other Muscle Relaxants	3
4279	Other Neurotoxins	4
4280	empagliflozin + linagliptin	3
4282	rilonacept	4
4283	exenatide implant	2
4284	various	3
4285		NULL
4286		NULL
4287		NULL
4288		NULL
4289	telatinib	3
4290	SNDX-275	3
4291	MK-8931	3
4292	Panvac	8
4293	darunavir/emtricitabine/GS-7340/cobicistat FDC	3
4295	rMenB / MenACWY combination	8
4296	lisdexamphetamine	3
4297	guanfacine ER	3
4298	herpes zoster vaccine	8
4299	GSK1437173A	8
4300	exenatide 	2
4301	GS-6620	3
4302	GS-9669	3
4303	PSI-938	3
4304		3
4305		3
4306		3
4307	esterol + progestin	3
4308		3
4309	MEK inhibitor	3
4310	NHS-IL-12	5
4311	ARRY-382	3
4312	CC-115	3
4313	Rivoglitazone	3
4314	CC-122	3
4315	Betamethasone sustained-release	3
4316	DE105	3
4317		3
4318	ARG098	5
4319		3
4320	pegylated irinotecan	3
4321	aceclofenac	3
4322	aceclofenac	3
4323	SYM001	5
4324	SM101	5
4325	ALX-0681	5
4326	recombinant von Willebrand factor	4
4327	patiromer calcium	3
4328	lesinurad	3
4329	LAPS-hGH	4
4330	anamorelin	3
4331	hGH-XTEN	4
4332	elosulfase alfa	4
4334	Aes-103	3
4336	recombinant human alpha-mannosidase	4
4337	anti-sclerostin mAb	5
4338	human parathyroid hormone	3
4339	human parathyroid hormone-related peptide analog	4
4340	glucagon-like peptide-2 agonist	2
4341	latanoprost (ophthalmic suspension)	3
4342		3
4343		3
4344	latanoprost	3
4345	NCX116	3
4346	axitinib	3
4347	E7820	3
4348	ESBA105	5
4349	CNTO-2476	9
4350	ASP-5034	3
4351	darunavir / cobicistat	3
4352	ASG-16M8F	5
4353	ASG-5ME	5
4354	ASP-1707	2
4355	ASP-9521	3
4356	AGS-22M6E	5
4357	ASP-7373	8
4358	ASP-7374	8
4359	ASP-0306	3
4360	linaclotide	3
4362	CYT387	3
4363	AC-220	3
4365	ezatiostat hydrochloride	3
4366	canfosfamide	3
4367	PCI-32765	3
4368	Factor VIIa inhibitor	3
4369	abexinostat	3
4370	AMG 221	3
4371	liposomal cytarabine + daunorubicin	3
4372	ceritinib	3
4373	encorafenib	3
4374	CHR-2797	3
4376	CHR-2797	3
4377	DSP-8658	3
4378	DSP-1053	3
4379	TAK-361S	8
4380	PLX-3397	3
4381	alendronate	3
4382	BI 224436	3
4383	ASP7373	8
4384	ASP7374	8
4385	KD-287	8
4386	tedizolid	3
4387	tedizolid	3
4388	neratinib	3
4389	olodaterol + BI-54903	3
4391	nalmefene	3
4392	SYN115	3
4393	asimadoline	3
4394	tarafenacin	3
4395	HA-irinotecan	3
4396	secukinumab	5
4397	lafutidine	3
4398	oxybutynin vaginal ring	3
4399	edaravone	3
4400	epoetin alfa	4
4401	darbepoetin alfa	4
4402	nartograstim	4
4403	buprenorphine - BEMA	3
4404	intranasal ketorolac	3
4405	rhBMP-2	4
4406	gabapentin enacarbil	3
4407	rotigotine patch	3
4408	PF-02545920	3
4409	PF-03049423	3
4410	PF-04427429	5
4411	PF-04531083	3
4412	PF-04958242	3
4413	PF-05089771	3
4414	PF-05180999	3
4415	PF-05297909	3
4416	PF-05212377	3
4417	AAB-003	5
4418	mGluR2 PAM	3
4419	lifitegrast	3
4420	ibrutinib	3
4421	AAB-003	5
4422	BART	5
4423	BART	5
4424	paroxetine	3
4425	INX-189	3
4426	extended release Rebif	4
4427	INS117548	3
4428	INS115644	3
4429	AL8309B	3
4430	pasireotide / pasireotide LAR	2
4431	fluocinolone acetonide intraocular implant	3
4432	levoleucovorin	3
4433	BMS-820836	3
4434	BMS-866949	3
4435	AIN457	5
4436	BCT197	3
4437	BYL719	3
4438	LCI699	3
4439	LFF571	2
4440	binimetinib	3
4441	elvitegravir/emtricitabine/GS-7340/cobicistat FDC	3
4442	elvitegravir/emtricitabine/GS 7340/cobicistat FDC	3
4443	darunavir/emtricitabine/GS 7340/cobicistat FDC	3
4444	Sodium Hyaluronate Ophthalmic Solution	3
4446	TRPV1 antagonist	3
4447	PF-04634817	3
4449	vismodegib	3
4450	etonogestrel + ethinylestradiol vaginal ring	3
4451	iloprost	3
4452	zolmitriptan	3
4453	IB1001	4
4454	clonazepam	3
4455	idebenone	3
4456	masitinib	3
4457	RG7790	3
4458	ANA773	3
4459	HER3 inhibitor	5
4460	anti-CSF1R MAb	5
4461	anti-TSLP MAb	5
4462	MDM2 antagonist	3
4463	RG7600	5
4464	anti-IL17 MAb	5
4465	RG7667	3
4466	CB-315	3
4467	NN9223	2
4468	Long-acting Growth Hormone	4
4469	lepirudin	4
4470	C1 esterase inhibitor [human]	4
4471	polmacoxib	3
4472	mirogabalin	3
4473	AGN-209323	3
4474	ASP-3652	3
4475	perifosine	3
4476	ivacaftor	3
4477		3
4478	insulin glargine	4
4479	insulin glargine	4
4480	trelagliptin	3
4481	dupilumab	5
4482	REGN910	5
4484	SAR100842	3
4486	ivacaftor/lumacaftor	3
4487	ivacaftor+VX-661	3
4488	fostamatinib	3
4489	AD02	8
4490	CEM-102	3
4491	bitopertin	3
4493	vanutide cridificar	8
4494	dabrafenib	3
4495	trametinib	3
4496	ceftaroline	3
4497	ADX71149	3
4498	MEDI546	5
4499	CXA-101 plus tazobactam	3
4500	delafloxacin	3
4501	dalbavancin	3
4502	glycopyrronium	3
4503	pergolide	3
4504	indacaterol + glycopyrronium	3
4505	indacaterol	3
4506	sitagliptin + atorvastatin	3
4507	tafluprost	3
4508	sofosbuvir	3
4509	dorzolamide + timolol	3
4510	bendamustine	3
4511	collagenase	4
4512	aclidinium	3
4513	aclidinium	3
4514	formoterol + aclidinium	3
4515	PPSV23	8
4516	GLPG-0634	3
4517	MT103	5
4518	AN2898	3
4520	camicinal	3
4521	bevenopran	3
4522	laninamivir	3
4523	peramivir	3
4524	ipragliflozin	3
4525	canagliflozin / canagliflozin + metformin	3
4527	beclomethasone dipropionate	3
4529	solitomab	5
4530	talimogene laherparepvec	8
4531	talimogene laherparepvec	8
4532	HIV Maturation Inhibitor	3
4533		3
4534	rilotumumab	5
4535	AMG 579	3
4536	CD19 inhibitor	5
4537		4
4538	BMS-945429	5
4539	CNTO 136	5
4540	LY3009104	3
4541	LY-2127399	5
4542	LY-2439821	5
4543	Alpha-7 nicotinic agonist	3
4544		NULL
4545		3
4546		3
4547	CCR1 antagonist	3
4548		4
4549	denosumab	5
4550	A-623	2
4551	lipegfilgrastim	4
4552	micafungin	3
4553	dimethyl fumarate	3
4554	azilsartan	3
4555	SLV354	3
4556		5
4557	IL-1 inhibitor 	5
4558	zoledronic acid	3
4559		5
4560		5
4561	ASP-4901	3
4562	NX-1207	4
4563		3
4564	MDCO-2010	3
4565	MDCO-216	2
4566	Argatroban 	3
4570	BAY 1002670	3
4571	diclofenac + hyaluronic acid gel	3
4572	clopidogrel - intravenous	3
4573		8
4574	EXC 001	7
4575		4
4576		3
4577	Rivipansel	3
4578		4
4579	epoetin alfa	4
4580	darbepoetin alpha	4
4582		8
4583	cinacalcet	3
4584		3
4586		NULL
4587	certolizumab	5
4588	silodosin	3
4589	tolterodine 	3
4590		3
4591	BBI503	3
4592	radium-223	12
4593	Rituximab	5
4594	RDEA-594	3
4595	BGS649	3
4596		8
4597	rituximab	5
4598	rituximab biosimilar	5
4599	dolutegravir	3
4600	recombinant microplasmin	4
4601	ocriplasmin	4
4602	norethindrone + ethinyl estradiol	3
4603	AVL-292	3
4604	tribenoside + lidocaine	3
4605	pediatric vaccine	8
4606	measles / rubella vaccine	8
4607	influenza vaccine	8
4608	encephalitis vaccine	8
4609	EMD-531444	8
4610	omeprazole	3
4611	Chondrogen	9
4612	GS-101	7
4613	hyperimmune goat serum	NULL
4614	ocaratuzumab	5
4615	AGS-009	5
4616		5
4617		2
4619		2
4620	MOR-04357	5
4621	DPK-060	2
4622	BT-063	5
4623	Cpn10	4
4624		5
4625		9
4626	hyperimmune goat serum	5
4627	MOR-04357	5
4628	NF-kappa B decoy oligo	7
4629	F8-IL10	5
4630	Cpn10	4
4631	INV-103	4
4632		7
4633	disitertide	2
4634	DV-1179	7
4635		4
4636	IFN alpha kinoid	8
4637	IMO-3100	7
4638	Itolizumab	5
4640	HF-1020	4
4641		5
4642	VLA-1 mAb	5
4643	KB-003	5
4644	MORab-022	5
4645	NI-0701	5
4647		7
4648	anti-IFN gamma	5
4649	NI-0801	5
4650		7
4651	NOX-E36	4
4652	ocaratuzumab	5
4653	Bovine alkaline phosphatase	2
4654		5
4655		9
4656		8
4657	NI-0401	5
4658		2
4659		2
4660		5
4661		9
4662	midismase	4
4663	DIMS-0150	7
4664	mogamulizumab	5
4665		8
4666	bupivacaine depot	3
4667	Alpha-7 nicotinic agonist	3
4668	CGRP antagonist	3
4669	PF-03654746	3
4670	KAI-4169	3
4671	fresolimumab	5
4672	AUY922	3
4673	peginesatide	2
4674	LY-686017	3
4675	RG7636	5
4676	LFG316	5
4677	sonepcizumab	5
4678	sonepcizumab	5
4679	Embryonic stem-derived retinal pigment epithelial (RPE) cells 	9
4680	UshStat	9
4681	fenretinide 	3
4682	EC-145	3
4683	Anti-CXCR4	5
4684	BBI608	3
4685	aripiprazole lauroxil / aripiprazole pro-drug depot	3
4686	CK-2017357	3
4687		5
4688	amrubicin	3
4689	K115	3
4690	CYT003-QbG10	8
4691	disitertide	2
4694	gevokizumab	5
4695	anti-IL6	3
4696	PMX-30063	3
4697	ESBA-105	5
4698	salirasib	3
4699	ono-2952	3
4700	ono-4053	3
4701	ono-9054	3
4702	ASP-7174	3
4703	ASP-7147	3
4704	ASP9226	3
4705	ASP-9603	3
4706	ASP-7991	3
4707	ASP-2409	4
4708	MT-3995	3
4709	MP-157	3
4710	AIM-102	2
4711	BIO-11006	2
4712	CNTO-3157	5
4713	CNTO-3157	5
4714	Excellair	7
4715	HI-1640V	8
4716	P-276-00	3
4717	TGF beta inhibitor	3
4718	MLN2480	3
4719	MLN0128	3
4720	MLN1117	3
4721	TAK-259	3
4722	TAK-441	3
4723	DS-7250	3
4724	DS-2248	3
4725	DS-7423	3
4726	ARQ 092	3
4727	CS-4771	3
4728	DS-8587	3
4729	PLX-5622	3
4730	SUN13837	3
4731	DSP-6952	3
4732	DSP-0565	3
4733	sirolimus opthalmic injection	3
4734	ISIS 2302	7
4735	IR-7777	8
4736	GED-0301	7
4737	XOMA-052	5
4738	IFNgamma	5
4739	SB-010	7
4740	Stempeucel	9
4741	Stempeucel	9
4742	SYN-101	4
4743	brimonidine	3
4744	OCV-501	8
4745	OCV105	8
4746		5
4747	2140944	3
4748	OPN-305	5
4749	IR-501	8
4750	XmAb-5871	5
4751	IR-502	8
4752	POT4	2
4753	darapladib	3
4754	GW824575 	3
4756	AL60371	3
4757	S-488210	8
4758	hydrocodone + acetaminophen	3
4759	BAF312	3
4760	SAR97276	3
4762	REC-1819	3
4763	REC-0438	3
4764	melanocyte-stimulating hormone peptide analog	2
4765	avanafil	3
4766		4
4767	nabiximols	3
4768		8
4769	lisdexamphetamine	3
4770	oxycodone - injectable	3
4771	S-117957	3
4772		8
4773	ALS-2200	3
4774	ALS-2158	3
4775	insulin degludec	4
4776	insulin degludec + insulin aspart	4
4777	dapagliflozin / dapagliflozin + metformin	3
4778	taliglucerase alfa	4
4779	AAV-based gene therapy	6
4780	recombinant human lysosomal acid lipase	4
4782	ridaforolimus	3
4783		5
4784	PEG-FGF21	4
4785	GPR119 agonists	3
4786	BAY 1026153	3
4787	bimatoprost	3
4788	LCQ908	3
4789		3
4790	CVX-096	2
4791		3
4792		3
4793	ertugliflozin	3
4794		3
4795		3
4796		NULL
4797	OAP-189	5
4798		5
4799	eluxadoline	3
4800	LX-1033	3
4801	TH-302	3
4802	rituximab biosimilar	5
4803	cardiovascular	NULL
4804	safotibant	3
4806	recombinant human acid sphingomyelinase	4
4807	GZ404477/SAR404477	6
4808	XL147	3
4809	XL765	3
4810	Genz644282	3
4811	sFLT01	6
4812	nivolumab	5
4813	vericiguat	3
4814	BAY86-8050	3
4815	BAY1067197	3
4816	enzalutamide	3
4817	desazadesferrithiocin salt	3
4818	SPD-602	3
4819	SAR127963	3
4820	REGN1033	5
4821	SAR228810	5
4822	DHA and GLP	3
4823	catridecacog	4
4824	apomorphine	3
4825	perampanel	3
4826	RG7412	5
4827	BC-3781	3
4828	BC-3781	3
4829	RGH-618	3
4830	Ranolazine + Dronedarone 	3
4832	IPV / DPT vaccine	8
4833	LY-2439821	5
4834	LY3022855	5
4835	TAK-259	3
4836	avarofloxacin	3
4837	PMX-30063	3
4838	SMN-Rx	7
4839	STX-100	5
4840	DSP-2230	3
4841		9
4842	inhaled loxapine	3
4843	staccato loxapine	3
4844	teneligliptin	3
4845	AP26113	3
4846	bafetinib	3
4847	DCC2036	3
4848	lorcaserin	3
4849	bedaquiline	3
4850	AIC246	3
4851	rhBMP-2	4
4852	sodium oxybate	3
4854	acamprosate	3
4855	acamprosate	3
4856	raxibacumab	5
4857	carbamazepine 	3
4858	diclofenac sodium - topical	3
4859	atorvastatin + amlodipine	3
4860	QAX576	5
4861	PA-824	3
4862	levodopa + carbidopa XR / IPX066	3
4863	naltrexone depot	3
4864	vilanterol + fluticasone furoate 	3
4865	phentermine + topiramate	3
4866	lubiprostone	3
4867	COR-1	2
4868	dalcetrapib	3
4869	CMX157	3
4870	WBI-1001	3
4871	Rilpivirine / Truvada FDC	3
4872	liraglutide	2
4873	itraconazole	3
4874	doravirine	3
4875	serrapeptase	2
4876	aripiprazole depot	3
4877	S-297995	3
4879	GDC0084	3
4880	GDC0575	3
4881	arbaclofen	3
4882	faldaprevir	3
4883	nintedanib	3
4884	empagliflozin + metformin	3
4885	faldaprevir + BI-207127	3
4886	BI-655066	3
4887	BI-695502	3
4888	BI-1015550	3
4889	BI-411034	3
4890	empagliflozin + linagliptin	3
4891	dabrafenib/trametinib	3
4892	BI-1021958	3
4893	BI-144807	3
4894		5
4895	AZD1208	3
4896		5
4897	volitinib	3
4898		5
4899	AMG-139	5
4900	MEDI-5872	5
4902		5
4903	AMG 157	5
4904	1070806	5
4905	1995057	5
4906	2374697	3
4907	2586881	4
4908	2661380	5
4909	2330672	3
4910	teduglutide	4
4911	2586184	3
4912	2941266	3
4913	2251052	3
4914	salmeterol + fluticasone propionate	3
4915	fluticasone propionate	3
4916	356278	3
4917	rilapladib	3
4918	PI3K inhibitor	3
4919	trametinib + BKM120	3
4920	trametinib + 2110183	3
4921	dabrafenib + trametinib	3
4922	tramadol	3
4923	2245035	3
4924	2269557	3
4925	2339345	3
4926	EFdA	3
4927	abacavir + lamivudine	3
4928	fentanyl - transdermal	3
4929	dilmapimod	3
4930	umeclidinium	3
4931	vilanterol + umeclidinium	3
4932	NY-ESO-1	8
4933	PRAME	4
4934	WT1 immunnotherapeutic	4
4935	astuprotimut-R	8
4936	2696273	6
4937	HIV vaccine	8
4938		8
4939	ethyl icosapentate	3
4940	oprozomib	3
4941	E7016	3
4942	FX125L	3
4946	S-524101	8
4947	liraglutide	2
4948	neutrazumab	5
4949	NN1954	4
4950	NN9926	2
4951	SPD 547	3
4952	radezolid	3
4953	Other COPD Products	3
4954	necitumumab	5
4955	FG-3019	5
4956	sirukumab	5
4957	TAK-357	3
4958	TAK-063	3
4959	ITI-214	3
4960	Metabolic Disease 	3
4961	daratumumab	5
4962	EB-1010	3
4963	TZP-102	3
4964	solifenacin + tamsulosin	3
4965	atazanavir / cobicistat	3
4967	E-10030	3
4968	rigosertib	3
4969	ZP-2929	3
4970	RG7440	3
4971	GDC-0973	3
4972		3
4973	RDX5791	3
4974	recombinant VEGF	4
4975	NP001	3
4976	Sym004	5
4977	glycopyrrolate bromide	3
4978	E2609	3
4979	recombinant follicle stimulating hormone	4
4980	methylphenidate XR	3
4981	BAY 94-9343	5
4982	VX-787	3
4983	pembrolizumab	5
4984	MK-8742	3
4985	AGN 208397	3
4986	DE-117	3
4987	RX-10045	3
4988	tenapanor	3
4989	URAT-1 Inhibitor	3
4990	GPR-119 Agonist	3
4991	CSG-452	3
4992	NN8717	4
4993	formoterol + glycopyrrolate	3
4994	Reolysin	4
4995	DS-8500	3
4996		3
4997	memantine XR + donepezil	3
4998	RG-7459	3
4999	treprostinil	3
5000	atrasentan	3
5001	lomitapide	3
5002	S-120083	3
5003	danazol 	3
5004	ONO-8055	3
5005	BCX-4208	3
5006	beclabuvir	3
5007	XEN402	3
5008	PF-5280014	5
5009	daunorubicin 	3
5010	carmustine intracranial implant wafer	3
5011	BAN2401	5
5012	ABT-436	3
5013	I.V. esketamine	3
5014	EVP-0962	3
5015	AL-208	2
5016	TRx0237	3
5017	plecanatide	3
5018	ANG2-VEGF MAb	5
5019	RG7203	3
5020	TMC647055	3
5021	norethindrone acetate	3
5022	momelotinib	3
5023	pacritinib	3
5024	PRT062070	3
5025	NS-018	3
5026	NN9927	2
5027	NN1436	4
5028	NPI-0052	3
5029	oral octreotide	2
5030	guanfacine carrierwave	3
5031	human arylsulfatase A	4
5032	anti-CD19 ADC	5
5033	ARRY-520	3
5034	BAX 855	4
5035	testosterone undecanoate	3
5036	Enclomiphene citrate	3
5038	PPI-668	3
5039	SB204	3
5040	telapristone acetate	3
5041	nomegestrol acetate + estradiol vaginal ring	3
5042	Ingenol mebutate gel	3
5043	MM-398	3
5044	AXL1717	3
5045	CC-292	3
5046	long-acting G-CSF	4
5047	ivacaftor+VX-983	3
5048	brinzolamide + brimonidine	3
5049	Pegylated recombinant human hyaluronidase	4
5050	aldoxorubicin	3
5051	norethindrone + ethinyl estradiol	3
5052	inhaled SGRM	3
5053	2647544	3
5054	Prophage cancer vaccine	8
5055	Testosterone pellet	3
5056	anti-CD19 antibody	5
5057	SAR245409 	3
5058	CEM-101	3
5059		3
5060	BI-655064	3
5061	loxapine	3
5062	opicapone	3
5063	PSMA/CD3-bispecific BiTE antibody	5
5064	Recombinant anti-CDR-bi-singlechain- Fv-diphtheria toxin fusion protein	5
5065	AOP-2014	4
5066	anagrelide retard	3
5067	ferric trimaltol	3
5068	AV-0113	9
5069	lancovutide	3
5070	AOP-200704	3
5071	nabilone	3
5072	inhaled colistimethate 	3
5073	esmolol	3
5074	nalbuphin	3
5075	naloxone	3
5076	naltrexone	3
5077	sultiame	3
5078	pexastimogene devacirepvec	4
5079	BLB-750	8
5080	BOL-303259-X	3
5081	safinamide	3
5082	ublituximab	5
5083	Syk Inhibitor	3
5084	MMP9 inhibitor	5
5085	varlitinib	3
5086	AZD3965	3
5087	CC-220	3
5088	RG3039	3
5089	erythrocyte-encapsulated L-asparaginase	11
5090	dexmecamylamine	3
5091	ASP3662	3
5092	midazolam	3
5093	mecasermin rinfabate	4
5094	BN82451	3
5095	CK-2127107	3
5096	buprenorphine + naloxone	3
5097	flavopiridol	3
5098	androgen receptor antagonist	3
5099	squalamine	3
5100	AYX1	7
5101	"tetrabenazine, deuterium-substituted analogue "	3
5102	"venlafaxine, deuterated"	3
5103	SGN-CD33A	5
5104	ImmTAC-gp100	5
5105	NGF peptidomimetic	3
5106	ALN-TTR02	7
5107	MDT-637	3
5108	eteplirsen	7
5109	norethindrone acetate + ethinyl estradiol chewable tablets	3
5110	MSC-NTF	9
5111	c-Met inhibitor	3
5112	LY-2812176	5
5113	ASP9853	3
5114	ASP2215	3
5115	ASG-15ME	5
5116	PI3K-alpha/-beta inhibitor	3
5117	FGFR kinase inhibitor	3
5118	DOT 1L inhibitor	3
5119	GDC0094	3
5120	MEDI-6469	5
5121	albaconazole	3
5122	TAK-385	2
5123	MLN0264	5
5124	ISIS-TTR Rx	7
5125	sumatriptan transdermal patch	3
5126	Oralair	8
5127		3
5128	evolocumab 	5
5129	fenofibrate + simvastatin	3
5130	RG7652	5
5131		3
5132		3
5133		3
5134		NULL
5135	ivabradine	3
5136		3
5137		3
5138		3
5139	memantine	3
5140	bosutinib	3
5141	fidaxomicin	3
5142	TG1001	5
5143	PI3K delta inhibitor	3
5144	seasonal influenza vaccine	8
5146	autologous anti-CD19 T-cell therapy	9
5147	ALN-PCS	7
5148	PCSK9 Mab	5
5149	BMS-981164	5
5150	anti-IL-31 humanized monoclonal antibody	5
5151	ACE910	5
5152	Anti-myostatin MAb	5
5153	TGF beta R2 inhibitor	5
5154	mogalizumab	5
5155	mogalizumab	5
5156	brodalumab	5
5157	MEDI-6012	4
5158	ALV003	4
5159	Anti-Fucosyl GM1	5
5160	EBI-005	4
5161	efinaconazole	3
5162	ABT-072	3
5163	dasabuvir	3
5164	sofosbuvir + ledipasvir	3
5165	IDX719	3
5166		3
5167	nicardipine	3
5168	JTT-302	3
5169	Factor XIa Inhibitor	3
5170	Factor XIa Inhibitor	3
5171	DS-1040	3
5172	ASP1517	3
5173	AKB-6548	3
5174	LY2623091	3
5175	AZD9150	3
5176	AZD9291	3
5177	Chk1 Inhibitor II	3
5178	MK-1775	3
5179	ONO-7268 MX1	8
5180	palbociclib	3
5181		3
5182	LY2979165	3
5183	LY2940094	3
5184	PEG-Relaxin	2
5185	RG7697	2
5186	WT2725	8
