id	brand_name	research_code	molecule_id
3451	GSK1120212	1120212	3494
3452	veliparib	ABT-888	3495
3453	Astepro		3496
3454	Kipres		3497
3456	Potiga / Trobalt	retigabine	3512
3457	Lendormin / Sintonal	brotizolam	3502
3459	DM-1992	DM-1992	3504
3460	Eliquis		3505
3461	GSK557296	GSK557296	3506
3463	Surepost	SMP-508	3509
3464	CS-3150	CS-3150 - MR antagonist	3510
3465	Cavinton	vinpocetine	3511
3466	Sovrima	TAK-603	4455
3468	Pletaal		3516
3469	TG4001	RG3484 /TG4001	3517
3470	custirsen	OGX-011	3518
3471	Minitran		3521
3472	Mydeton / Mydocalm	tolperisone	3522
3473	Lisopress		3523
3474	Soma	carisoprodol	3524
3476	Zamadol	tramadol	3526
3477	Adcal D3		3527
3478	NicVAX	nicotine conjugate vaccine	3530
3479	Colobreathe	inhalant colistin	3531
3480	Lucanix		3532
3481	cebranopadol	GRT 6005	5523
3482	BiovaxID		3534
3484	Edarbi	TAK-491	5327
3485	TAK-272	TAK-272	3537
3486	ASP8477	ASP8477	3538
3487	MabThera SC		3539
3488	Orapenem	ME-1211	3540
3489	Jakavi	INC424	3542
3490	Onfi	clobazam	3544
3491	lenvatinib		3547
3492	netupitant + palonosetron		3549
3493	Trizytek		3550
3494	UCB0942	UCB0942	3551
3495	olokizumab	CDP6038	3552
3496	IMO-2055	EMD-1201081	3553
3498	Xeljanz		3555
3499	Xenazine / Nitoman	tetrabenazine	3556
3500	Victrelis	SCH-503034	3557
3501	EX101	EX101	3558
3503	Invega / Invega Sustena / Xeplion	paliperidone	3560
3504	Eloctate		3561
3505	Alprolix		3562
3506	baminercept	BG-9924	3563
3507	CD40L-Fab		3566
3508	mericitabine	RG7128	3877
3509	SAR-260093	MBX-2982	3568
3510	RetinoStat		3569
3511	SAR152954	SAR152954	3570
3512	SAR302532	SAR302532	3571
3513	SAR411298	FAAH inhibitor	3572
3514	Romiplate	AMG-531	3573
3516	768974		3576
3517	albiglutide		3577
3518	2336805	2336805	3580
3519	2485852		3581
3520	2018682		3582
3521	2256098	2256098	3583
3522	vestipitant	597599	3584
3523	1322888		3586
3524	1440115		3587
3526	Cell-culture-based influenza pandemic vaccine		3589
3527	HIV immunotherapy		3590
3528	Daliresp	APTA-2217	3592
3529	Other LHRH Analogs		3593
3530	Inactivated split quadrivalent seasonal flu vaccine	GSK-2321138A	3594
3531	Other Anti-estrogens		3595
3535	Sorilux	U0267	3599
3537	Veltin	W0265	3601
3538	alisporivir	Debio 025	3603
3539	Lixiana	DU-176b	3604
3540	Zinforo		3605
3541	AZD5658	AZD5658	3606
3542	AZD2461		3608
3543	AZD3514		3609
3544	MEDI-551		3623
3545	AZD4547		3611
3546	AZD2014		3612
3547	MEDI-3617		3613
3548	AZD5363		3614
3549	MEDI-565	MT111	3615
3550	AZD5847		3616
3551	AZD9742		3617
3552	AZD8683		3619
3553	AZD5423		3620
3554	AZD5069		3621
3555	Inovelon / Banzel	E2080	3622
3556	Other Wet AMD Treatments		3625
3557	molidustat	BAY-85-3934	3626
3558	MR Antagonist - Bayer	BAY 94-8862	3627
3559	peg rFVIII	BAY 94-9027	3628
3560	CA9-ADC	CA9-ADC	3629
3562	S-PRAnt	S-PRAnt	3631
3563	Zymar / Zymaxid	gatifloxacin	3632
3564	E Keppra	levetiracetam	3633
3565	AZD9819		3634
3567	MEDI-570		3637
3568	anifrolumab	MDX1333	3638
3569	Diquas	diquafosol tetrasodium	3639
3570	NerBloc	E2014	3640
3571	fosdevirine	2248761	3641
3572	lersivirine	UK-453061	3642
3573	Azopt / Azarga	AL-4862	3643
3576	Epanova 		3646
3577	Fentos	transdermal fentanyl citrate	3647
3578	Acref	TA-8317	3648
3579	Cosopt / Trusopt 		3649
3580	Onsolis / Breakyl	BEMA fentanyl	3650
3581	ficlatuzumab	SCH-900105	3651
3582	Duac		3653
3583	Fabior		3654
3584	ombrabulin	AVE8062	3655
3585	amatuximab	MORAb-009	3656
3586	Utemerin		3659
3587	Herceptin SC		3661
3588	AZCQ		3662
3589	Ralivia / Ultram ER	tramadol ER	3663
3590	Protecandin		3664
3591	Mucosta	OPC759	3665
3592	Ombitasvir	ABT-267	3666
3593	ABT-126	ABT-126	3667
3594	ABT-288	ABT-288	3668
3595	ABT-384	ABT-384	3669
3597	AMG 139	AMG 139	3672
3598	AMG-181	AMG-181	3673
3599	AMG 319	AMG 319	3674
3600	AMG 337	AMG 337	3675
3601	AMG 780	AMG 780	3676
3603	festinavir	BMS-986001	3678
3604	Nulojix	BMS-224818	3679
3605	TGR5 agonist		3680
3606	FGF21-PKE Adnectin		3682
3607	NS5B inhibitor		3683
3608	VEGF R-2 Adnectin		3684
3613	Herpes Zoster vaccine	V212	3689
3614	navarixin	SCH-527123	3690
3616	ADL-5747	PF-4856881	3692
3617	PF-5230901	PF-5230901	3693
3618	PF-5175157	PF-5175157	3694
3619	PF-5190457	PF-5190457	3695
3620	PF-5230905	PF-05230905	3696
3621	PF-5236812	PF-05236812	3697
3622	PF-5212372	PF-5212372 (PLA-950)	3698
3623	Ovaleap	XM17	3700
3624	WT4869		3702
3625	SA-237		3703
3626	CC-223	CC-223	3704
3627	RG7853	AF802	3705
3628	PA799		3706
3629	mibampator	LY451395	3707
3631	LY2886721	LY2886721	3709
3633	PF-5089771	PF-05089771	3711
3634	PH-797904	PH-797904	3712
3637	ASP3026	ASP3026	3716
3638	Diannexin		3717
3639	U3-1565	U3-1565	3718
3640	tofogliflozin		4991
3641	ONO-6950	ONO-6950	3720
3642	S-488410	S-488410	3721
3643	Propaderm		3722
3644	Hysron		3723
3645	OVF	buccal fentanyl	3724
3646	TSU-68	TSU-68	3725
3647	TAS-102		3726
3648	TAS-106		3727
3649	ET-743	ET-743	3728
3650	OTS102		3729
3651	OPB-31121		3730
3652	OPB-51602	OPB-51602	3731
3653	OCV-101		3732
3654	brexpiprazole	OPC-34712	4271
3655	Deltyba	OPC-67683	3736
3656	tetomilast	OPC-6535	3738
3657	Samsca	OPC-41061	3739
3658	Emixustat	ACU-4429	3740
3659	TAC-201	TAC-201	3741
3660	NST-141	NST-141	3742
3661	Zosyn / Tazocin	YP-18	3743
3662	Lu AF11167	Lu AF11167	3745
3663	tafamidis		4040
3664	Viviant		3748
3665	bavisant	JNJ-31001074	3749
3666	Colomycin	colistin	3751
3667	AzaSite		3752
3668	Dificid	OPT-80	5141
3669	ABI-010	ABI-010	3754
3670	HGT-4510	ACE-031	3755
3671	SHP610	SHP610	3756
3672	senrebotase	SXN-100323	3902
3673	mogamulizumab	KW-0761	5155
3674	Zytiga		3760
3677	Zydelig	CAL-101	3763
3679	Vemurafenib	PLX4032	3956
3680	guanfacine (CarrierWave)		3767
3681	SPD 557		3768
3682	SPD 556		3769
3683	Incivek	MP-424	3770
3684	Zaltrap	VEGF trap	3772
3685	Edurant	TMC278	3773
3686	BMS-650032	BMS-650032	3775
3687	Synribo		3777
3688	Kanarb	BR-A-657	3778
3690	OBI-1		4168
3691	OncoVEX GM-CSF		3782
3693	NutropinAq		3784
3694	Adrovance		3785
3696	sarecycline	WC 3035	3787
3697	Vitaros	WC 3036	3788
3698	Oxecta	ALO-01	3789
3699	Incivo	MP-424	3790
3700	Adcetris	SGN-35	3791
3701	Sylatron		3792
3702	Cometriq	XL184	3793
3703	Tradjenta / Trajenta / Jentadueto		3794
3704	Basaglar	LY-2963016	4478
3705	ganitumab	AMG 479	3796
3707	Lazanda / PecFent	intranasal fentanyl	3798
3709	Generess Fe	WC3026	3801
3710	blosozumab	LY-2541546	3802
3713	Chk1 inhibitor	LY-2603618	3805
3714	Survivin ASO	LY-2181308	3806
3716	Crinone / Prochieve		3808
3717	ganetespib	STA-9090	3809
3718	Esmya / Fibristal		3044
3719	vintafolide	EC-145	4682
3720	Fentora / Effentora	buccal fentanyl	3812
3721	GRT 6006	GRT 6006	3814
3722	azimilide	NE-10064	3815
3723	IDP 115	IDP 115	3816
3724	IDP 107	IDP 107	3817
3725	Jublia	IDP-108	5161
3726	IDP 113	IDP 113	3819
3727	Dermik	metronidazole	3820
3728	Xerese	aciclovir + hydrocortisone	3822
3729	Zymafos		3823
3730	Zybulin		3824
3731	sovaprevir	ACH-1625	3825
3732	thiarabine	VP-701	3827
3733	AC105	AC105	3828
3734	Anyara	ABR-217620	3829
3736	CRTH2 receptor antagonist 	ACT-129968	3831
3737	Zelboraf	PLX-4032	5280
3740	Cadazolid		3835
3741	Neuvenge	DN24-02	3836
3742	Dexpirronium	dexpirronium	3837
3743	Flupirtine		3838
3744	QAW039	QAW039	3840
3745	Sotirimod 		3841
3746	Myalept		3843
3747	D-3263 HCI		3844
3749	RG7686	anti-glypican MAb	3847
3750	RG7236	RG7236	3849
3751	RG7256	RG7256	3850
3752	RG7356	RG7356	3851
3753	RG7432	RG7432	3852
3754	MPDL3280A	MPDL3280A RG7446	5289
3755	RG7450	RG7450	3854
3756	RG7458	RG7458	3855
3757	RG7596	RG7596	3856
3758	RG7599	RG7599	3857
3759	Venetoclax	GDC-0199	3858
3760	RG7602	RG7602	3859
3761	RG7603	RG7603	3860
3762	RG7604	RG7604	3861
3763	RG7685	RG7685	3862
3764	BI-54903	BI-54903	3863
3765	volasertib	BI-6727	3864
3766	Jardiance	BI-10773	3865
3768	BI-811283	BI-811283	5270
3771	BI-847325	BI-847325	3870
3772	BI-836826	BI-836826	3871
3773	BI-836845	BI-836845	3872
3774	BI-44370	BI-44370	3873
3775	BI-671800	BI-671800	3874
3776	BI-137882	BI-137882	3875
3777	AbGn-168	AbGn-168	3876
3778	BI-853520	BI-853520	3878
3779	BI-135585	BI-135585	3880
3780	BI-113823	BI-113823	3882
3781	BI-11634	BI-11634	3883
3782	BI-660848	BI-660848	3884
3783	BI-831266	BI-831266	3885
3784	Fampyra	dalfampridine	3886
3785	Debrase		3887
3786	obatoclax	CEP-41601	3889
3787	REC 0482	REC 0482	4562
3788	PEG-Avonex	BIIB-017	3891
3789	BART	NI-101	3892
3790	SAR3077646		3894
3791	SAR125844	SAR125844	3895
3792	OI338GT	NNC-0123-0000-0338	3897
3793	vatelizumab	GBR500	3898
3794	SAR156597	SAR156597	3899
3795	Afinitor / Votubia	RAD001	3900
3796	Caprelsa		3901
3797	S-707106	S-707106	3903
3798	asimadoline	 	4393
3799	evacetrapib	LY-2484595	3905
3801	AZD2820		3908
3802	AZD2927	AZD2927	3909
3803	MEDI-2338	MEDI-2338	3921
3804	AZD3839	AZD3839	3912
3805	LY-2300559	LY-2300559	3913
3806	lasmiditan	LY-573144	3914
3807	KHK-2866	KHK-2866	3916
3808	litronesib	LY-2523355	3917
3809	AZD5099	AZD5099	3918
3810	AZD2115	AZD2115	3919
3811	KHK-6188	KHK-6188	3920
3812	MEDI-8968	MEDI-8968	3922
3813	Vasolan		3925
3814	Belsomra	MK-4305	3926
3817	Edluar / Sublinox	OX-22	3929
3818	Aubagio	teriflunomide	3930
3819	ARX-424	ARX-424	3931
3820	Mapracorat		3932
3821	ATX-101	ATX-101	3933
3822	Vaginorm		3934
3823	Beloxepin	ADL6906	3935
3824	AEZS-112	AEZS-112	3936
3825	Macimorelin	AEZS-130	3937
3826	AEZS-108	AEZS-108	3938
3827	talactoferrin		3939
3828	samalizumab	ALXN-6000	3940
3829	AZ-004	AZ-004	3941
3830	AN-2728	AN-2728	3942
3833	A-001	A-001	3946
3834	A-002	A-002	3947
3836	PGL-2001 		3950
3837	Olysio / Sovriad	TMC-435	3951
3838	Monovo	LAS41002	3952
3839	TAK-816	TAK-816	3953
3840	TransVax	VCL-CB01	3954
3841	ASP2408	ASP2408	3955
3842	Visamerin / Mulsevo 	AVE-5026	3957
3843	Treakisym / Symbenda	SyB L-0501	3958
3844	Panangin		3959
3845	Verospiron		3960
3846	Lisonorm		3961
3847	Daklinza	BMS-790052	3962
3848	brodalumab	AMG 827	5156
3849	eldelumab	MDX-1100	3964
3850	p38 Kinase inhibitor		3965
3851	Anti-CD28		3966
3852	Anti-IL6		3967
3853	Micombi		3968
3854	Micamlo		3969
3856	Anti-CD137		3971
3857	RAF Kinase Inhibitor	BMS-908662 (XL281)	3972
3858	AM152	BMS-986202	3973
3859	lirilumab	BMS-986015	3974
3860	tregalizumab	BT-061	4244
3861	atrasentan	ABT-627	5000
3862	Lyxumia	AVE0010	3977
3863	ABT-639	ABT-639	3978
3865	ABT-767	ABT-767	3980
3866	ABT-413	ABT-413	4243
3867	ABT-806	ABT-806	3982
3868	NNR antogonist	NNR antagonist	3983
3869	ABT-239	ABT-239	3984
3870	AGN-199201	AGN-199201	3985
3871	AAB-003	PF-05236812	3986
3872	TRPV-1 agonist		3987
3873	JNJ-26489112	JNJ-26489112	3988
3874	CNTO-888	CNTO-888	3989
3875	flu-mAb		3990
3876	MK-5172	MK-5172	3991
3877	tildrakizumab	SCH-900222	3993
3878	Prostvac		3994
3880	PF-5231023	PF-5231023	3996
3881	PF-4840082	PF-4840082	3997
3882	ozuralizumab	ATN-103	3998
3883	ATN-192	PF-5230905	3999
3885	PF-547659	PF-547659	4002
3886	Vyndaqel	Fx-1006A	4003
3887	ALO-02	ALO-02	4004
3888	PD-0325901	PD-325901	4005
3889	PF-5082566	PF-5082566	4006
3890	PF-06290510	PF-06290510	4007
3891	NN-8765	NN-8765	4009
3892	Xultophy	NN9068	4010
3893	vatreptacog alfa	NN1731	4011
3894	NovoEight	NN7008	4012
3897	LY2940680 		4015
3898	LY3039478		4032
3899	LY2228820	LY2228820	4017
3900	p70 S6 Inhibitor		4018
3901	LY2784544	LY2784544	4030
3903	LY2780301		4021
3905	IMC-3C5		4023
3909	Migraine compound	Migraine compound	4027
3910	Doxil / Caelyx		4028
3911	Abemaciclib	LY2835219	4029
3912	SMO Antagonist		4031
3913	LixiLan	LixiLan	4033
3914	Warfarin		4034
3915	Kynamro		4035
3916	PF-05285401	PF-05285401	4036
3917	IKur antagonist	IKur antagonist	4037
3918	p38 Inhibitor 	BMS-582949	4038
3919	vernakalant - oral		1991
3920	Zanipress		4042
3921	Duexis	HZT-501	4043
3922	Nisis / Nisisco		4044
3925	LY2875358	LY2875358	4050
3926	BAY 1000394	CDK Inhibitor 	4051
3927	PF-5057459		4052
3928	LY2624587		4053
3929	LY2874455		4054
3930	GP75 antibody		4055
3931	LY2090314	LY2090314	4056
3932	BMS-911543		4057
3933	BMS-936559	MDX-1105	4058
3934	Refametinib		4059
3935	alisertib	MLN 8237	4066
3936	ixazomib citrate	MLN 9708	4067
3937	BMS-906024		4068
3939	PF-5212384	PF-05212384	4070
3940	RON inhibitor	IMC-RON8	4071
3941	denenicokin		4073
3942	Emend / Proemend		4074
3943	HIV integrase inhibitor - BMS	HIV integrase inhibitor	4077
3944	ferroportin		4078
3945	Other Neutropenia Treatments		4079
3946	LY2787106		4080
3948	ReFacto AF / Xyntha		4082
3950	erteberel	LY-500307	4084
3951	LY-900010	LY-900010	4085
3952	IB1001		4087
3953	bentamapimod	PGL5	4091
3954	Ferriprox		4092
3955	Flumist / CAIV-T / Fluenz		4093
3956	BI-54903 + Spiriva	BI-54903 + Spiriva	4094
3959	Transtec / Norspan		4098
3960	Zoely	NOMAC / E2; MK-8175A	4142
3961	Tramal / Zaldiar	tramadol / tramadol + acetaminophen	4100
3962	tivantinib	ARQ197	4101
3963	Xalkori	PF-2341066	4102
3965	Other Thyroid Disorder Treatments		4104
3966	Other Parathyroid Disorder Treatments		4105
3967	Other MS Agents		4106
3969	Veletri		4109
3970	Other Pediatric Vaccines		4110
3971	Other Pulmonary Hypertension Treatments		4111
3973	Oral contraceptives		4114
3974	vismodegib	GDC-0449	4115
3975	Rexetin	paroxetine	680
3976	PI-2301	PI-2301	4118
3977	simtuzumab	GS-6624	5253
3978	LY2951742	LY2951742	4120
3979	LY2300559	LY2300559	4121
3980	Adasuve	AZ-004	4843
3981	ferroportin antibody	LY-2928057	4123
3982	avibactam	NXL-104	4124
3983	Telavic	MP-424	4125
3984	Imusera	FTY-720	4126
3985	Marqibo		4127
3986	Brakiva		4128
3987	Alocrest		4129
3988	menadione		4130
3989	MORAb-004		4131
3990	ODM-201		4132
3991	Sunvepra	BMS-650032	4133
3992	tegobuvir	GS-9190	4134
3993	XM22	R-metHuG-CSF	4135
3994	PSI-7977	PSI-7977	4136
3995	omadacycline	PTK796	4137
3996	xactikerall	LAS41005	4139
3997	Insuman		4140
3998	Seebri	NVA237	4502
3999	PF-05230894	PF-05230894	4143
4001	Dengue fever vaccine - Sanofi		4147
4002	Other Vaccines - Sanofi		4148
4003	Pediatric Vaccines - Sanofi		4149
4004	Travel Vaccines - Sanofi		4150
4005	Tuberculosis vaccine - Sanofi		4151
4006	onartuzumab	RG3638	4208
4007	OPA-6566	OPA-6566	4154
4008	RTH-258	ESBA-1008	4155
4009	mechlorethamine gel	mechlorethamine 	4156
4010	Valchlor	mechlorethamine 	4157
4011	Lenuxin	escitalopram	4159
4012	Nepanil / Lenuxin	escitalopram	4160
4013	Parnassan	olanzapine	4161
4014	Ridonex	risperidone	4162
4015	Jarvis	venlafaxine	4163
4016	DARPin Anti-VEGF	MP0112	4164
4017	Lunaldin / Dolforin	fentanyl sublingual	4165
4018	Sycrest	asenapine	4166
4019	Androgen Receptor Antagonists		4167
4020	Ceplene		4169
4021	Novopulmon		4170
4022	Formatris		4171
4023	Dymista	MP-2902	4172
4024	Astelin		4173
4025	Ultibro	QVA149	4504
4026	Axorid		4175
4027	Beprana	naproxcinod	4176
4028	cenplacel-L	PDA-001	4178
4029	Pacif	MH-200	4180
4030	varespladib 	A-002	4181
4032	Injectafer		4183
4034	DS-7309		4191
4035	Nuedexta	AVP-923	4186
4036	GS-7340	GS-7340	4187
4037	tenofovir alafenamide	GS 7340	4188
4038	Tivicay	S-349572	4599
4039	DiaPep-277		4190
4040	Aldara / Zyclara		4192
4041	clindamycin + tretinoin		4193
4042	Acnex		4193
4043	Retin A	NSC-122758	4195
4044	dolutegravir / abacavir / lamivudine FDC		4196
4045	LGT209	LGT209	4197
4046	Euthyrox / Thyroid Preparations		4198
4047	GK1-399	GK1-399	4199
4048	"Staph aureus vaccine, Novartis"		4200
4049	RG7598	RG7598	4202
4050	RG7212	RG7212	4203
4051	RG7314	RG7314	4204
4052	RG7652	RG7652	5130
4053	RG1577	EVT-302	5241
4054	RG7129	RG7129	4207
4055	Staph aureus vaccine		4210
4058	Iclusig	AP24534	4213
4059	Azacitidine	Azacitidine	4214
4060	ACE-536	ACE-536	4215
4061	CRMD001		4216
4062	HIF-1alpha inhibitor	BAY 87-2243	4217
4063	setipiprant	setipiprant	4218
4064	MnB rLp2086	PF-5212366 	4219
4065	Other Iron Chelators		4220
4066	REGN846	REGN846	4221
4067	Other GCSFs		4222
4068	Other Phosphate Regulators		4223
4069	Other Anemia Products		4224
4070	Other ESA Agents 		4225
4071	Ferinject 		4226
4072	LB-03002		4228
4073	Declage	LB-03002	4229
4074	Declage / Eutropin Plus	LB-03002	4230
4075	Eutropin / Valtropin		4232
4076	Eutropin		4233
4077	ISIS-APOCIIIRx	ISIS-APOCIIIRx	4234
4078	SAR164653	SAR164653	4235
4079	StarGen		4236
4080	REGN-668		4237
4081	ABT-348	ABT-348	4238
4082	TRU-016	TRU-016	4239
4083	ABT-700	ABT-700	4240
4084	ABT-652	ABT-652	4241
4085	ABT-308	ABT-308	4242
4086	Rabies Antibody	Rabies Antibody	4245
4087	FluCell	FluCell	4246
4088	MR Antagonist - Eli Lilly	LY-2623091	4247
4089	Triumeq	dolutegravir / abacavir / lamivudine FDC	4248
4090	Thiarabines	VP-701	4249
4091	ivacaftor	VX-770	4250
4092	lumacaftor	VX-809	4251
4093	Abediterol + ICS	LAS100977 + ICS	4252
4094	DE112		4253
4095	Menopause product	Menopause product	4254
4096	Imprime PGG		4255
4097	ceftazidime + avibactam	CAZ-104	4256
4098	Dificlir	OPT-80	4257
4099	MT-1303	MT-1303	4258
4100	MT-7716	MT-7716	4259
4101	Tostran		4260
4102	Juvisync		4261
4103	SAR126119	SAR126119	4262
4104	Myrbetriq / Betmiga / Betanis	YM-178	4263
4105	pomaglumetad methionil	LY2140023	5471
4106	Zerenex		4266
4107	Ecard		4267
4108	Unisia		4268
4109	Mucosta Ophthalmic Suspension	OPC759	745
4110	sarilumab	SAR153191	4270
4112	Granix	XM02	4273
4113	Other G-CSFs		4274
4114	Other Huntington's Disease Agents		4275
4115	Other Stroke Recovery Agents		4276
4116	Other ALS Agents		4277
4117	Other Muscle Relaxants		4278
4118	Other Neurotoxins		4279
4120	ITCA-650	ITCA-650	4283
4121	Other Acne Treatments		4284
4122	Other Respiratory Disorders Products		4285
4123	Other Cystic Fibrosis Products		4286
4124	Other Pulmnary Fibrosis Products		4287
4125	Other Pulmonary Fibrosis Products		4288
4126	telatinib	telatinib	4289
4127	entinostat	SNDX-275	4290
4128	MK-8931	MK-8931/SCH-900931	4291
4129	CV-301	CVAC-301	4292
4130	darunavir/emtricitabine/GS-7340/cobicistat FDC		4293
4132	rMenB / MenACWY combination		4295
4133	V212	V212	4298
4134	GSK1437173A	GSK1437173A	4299
4135	exenatide suspension		4300
4136	GS-6620	GS-6620	4301
4137	GS-9669	GS-9669	4302
4138	PSI-938	PSI-938	4303
4139	AS703026 + XL-765		4305
4140	AS703026 + XL765		4306
4141	AS703026 + XL147		4308
4142	pimasertib	AS703988; MSC2015103B	4309
4143	NHS-IL-12	NHS-IL-12	4310
4144	ARRY-382	ARRY-382	4311
4145	CC-115	CC-115	4312
4146	CC-122	CC-122	4314
4147	DE102		4315
4148	DE105	DE105	4316
4149	DE110		4317
4150	DE098	DE098	4318
4151	Other Nucleoside Analogs		4319
4152	NKTR-102	NKTR-102	4320
4153	Airtal / Aflamin	aceclofenac	4322
4154	rozrolimupab	SYM001	4323
4155	SM101	SM101	4324
4156	ALX-0081/0681	ALX-0081	4325
4157	BAX111	BAX111	4326
4158	RLY5016	RLY5016	4327
4159	RDEA-594	RDEA-594	4328
4160	LAPS-hGH	LAPS-hGH	4329
4161	anamorelin		5318
4162	VRS-317	VRS-317	4331
4163	Vimizim	BMN-110	4332
4165	Aes-103	Aes-103	4334
4167	Lamazym	M-0011	4336
4168	LY-2541546	LY-2541546	4337
4169	ZP-PTH 		4338
4170	BA-058	BA-058	5389
4171	SAN-134	SAN-134	4340
4172	Catioprost	NOVA-21027	4341
4173	latanoprost (punctal plug)		4342
4174	"latanoprost, QLT"		4343
4175	punctal plug latanoprost		4344
4176	BOL303259X		4345
4177	Inlyta		4346
4178	E7820	E7820	4347
4179	ESBA105		4348
4180	CNTO-2476		4349
4181	ASP-5034	ASP-5034	4350
4182	darunavir / cobicistat FDC		4351
4183	ASG-16M8F	ASG-16M8F	4352
4184	ASG-5ME	ASG-5ME	4353
4185	ASP-1707	ASP-1707	4354
4186	ASP-9521	ASP-9521	4355
4187	ASG-22ME	AGS-22M6E	4356
4188	ASP-7373		4357
4189	ASP-7374		4358
4190	ASP-0306	ASP-0306	4359
4191	ASP-4901	ASP-4901	4561
4193	CYT387	CYT387	4362
4194	quizartinib 	AC-220	4363
4196	Telintra	TLK199	4365
4197	Telcyta		4366
4198	Imbruvica	PCI-32765	4420
4199	PCI-27483		4368
4200	PCI-24781	PCI-24781	4369
4201	CPX-351	CPX-351	4371
4202	Zykadia	LDK378	4372
4203	encorafenib	LGX818	4373
4204	tosedostat	CHR-2797	4376
4205	DSP-1053	DSP-1053	4378
4206	TAK-361S		4379
4207	PLX-3397	PLX-3397	4380
4208	GTH-42V	GTH-42V	4381
4209	BI 224436	BI 224436	4382
4210	ASP7373		4383
4211	ASP7374		4384
4212	Encevac	KD-287	4385
4213	Sivextro	TR-701	4387
4214	olodaterol + BI-54903	olodaterol + BI-54903	4389
4216	Selincro	nalmefene	4391
4217	tozadenant	SYN115	4392
4218	tarafenacin		4394
4219	HA-irinotecan	HA-irinotecan	4395
4220	secukinumab	AIN457	4435
4221	Protecadin		4397
4222	DR-3001	DR-3001	4398
4223	MCI-186	MCI-186	4399
4224	Espo		4579
4225	Nesp		5397
4226	BEMA buprenorphine		4403
4227	Sprix	ROX-888	4404
4228	InFuse	dibotermin alpha	4851
4229	Regnite	ASP8825	4406
4230	Neupro Patch	SPM-962	4407
4231	PF-02545920	PF-02545920	4408
4232	PF-03049423	PF-03049423	4409
4233	PF-04427429	PF-04427429	4410
4234	PF-04531083	PF-04531083	4411
4235	PF-04958242	PF-04958242	4412
4236	PF-05089771	PF-05089771	4413
4237	PF-05180999	PF-05180999	4414
4238	PF-05297909	PF-05297909	4415
4239	PF-05212377	PF-05212377	4416
4240	PF-05236812	PF-05236812	4421
4241	ADX71149	ADX71149	4418
4242	lifitegrast	SHP606/SAR1118	4419
4243	BIIB-037	NI-101	4422
4244	BIIB037	NI-101	4423
4245	Paxil CR		4424
4246	INX-189	INX-189	4425
4247	IFNbeta-1a XR		4426
4248	INS117548	INS117548	4427
4249	INS115644	INS115644	4428
4250	Tandospirone	AL8309B	4429
4251	Signifor / Signifor LAR	SOM230	4430
4252	Iluvien		4431
4253	Fusilev		4432
4254	BMS-820836	BMS-820836	4433
4255	BMS-866949	BMS-866949	4434
4256	BCT197		4436
4257	BYL719	BYL719	4437
4258	LFF571	LFF571	4439
4259	binimetinib	MEK162	4440
4260	elvitegravir/emtricitabine/GS-7340/cobicistat FDC		4441
4261	elvitegravir/emtricitabine/tenofovir alafenamide/cobicistat FDC		4442
4262	darunavir/emtricitabine/tenofovir alafenamide/cobicistat FDC		4443
4263	AL2354A	AL2354A	4444
4265	Mavatrep	JNJ-39439335	4446
4266	PF-04634817	PF-04634817	5218
4268	Erivedge	RG3616 GDC-0449	4449
4269	MK-8342B	SCH-900342	4450
4270	Ilomedin / Ventavis		4451
4271	Ixinity	recombinant factor IX	4453
4272	Rivotril / Klonopin	clonazepam	4454
4273	Masican		4456
4274	setrobuvir	ANA598	4457
4275	RG7795	RG7795	5293
4276	RG7116	RG7116	4459
4277	RG7155	RG7155	4460
4278	RG7258	RG7258	4461
4279	RG7388	RG7388	4462
4280	RG7600	RG7600	4463
4281	RG7624		4464
4282	RG7667	RG7667	4465
4283	Surotomycin	"CB-183,315"	4466
4284	Liraglutide Depot	NN9223	4467
4285	NN8640	NN8640	4468
4286	Cinryze		5388
4287	polmacoxib	CG100649	4471
4288	mirogabalin	DS-5565	4472
4289	BMS-954561	AGN-209323	4473
4290	Kalydeco	VX-770	4476
4291	TD-1792		4477
4292	Toujeo	U300	4479
4293	SYR-472		4480
4294	SAR307746		4482
4297	Kalydeco+VX-809	VX-770/VX-809	4486
4298	Kalydeco+VX-661	VX-770+VX-661	4487
4299	Affitope AD02	AD02	4489
4300	CEM-102	CEM-102	4490
4301	bitopertin	RG1678 / RO4917838	4491
4303	PF-05236806	PF-05236806	4493
4304	Tafinlar	2118436	4494
4305	Mekinist	1120212	4495
4306	ceftaroline	DSP-5990	4496
4307	JNJ-40411813	mGluR2 PAM	4497
4308	MEDI546	MEDI546	4498
4309	Ceftolozane/tazobactam	CXA-201	4499
4310	delafloxacin		4500
4311	dalbavancin		4501
4312	MK-0431E	MK-0431E	4506
4313	Saflutan / Zioptan	MK-2452	4507
4314	Sovaldi	GS-7977	4508
4315	Cosopt		4509
4316	aclidinium	LAS34273	4512
4317	Tudorza	LAS34273	4513
4318	formoterol + Tudorza		2395
4319	Pneumovax		4515
4320	GLPG-0634	GLPG-0634	4516
4321	blinatumomab	MT103	4517
4322	AN2898		4518
4324	camicinal	962040	4520
4325	bevenopran	CB-5945	4521
4326	peramivir		4523
4327	Suglat	ASP1941	4524
4328	QNASL	BDP HFA Nasal	4527
4330	AMG 110	MT-110	4529
4331	talimogene laherparepvec	OncoVEX GM-CSF	4530
4332	TVec	OncoVex-GM-CSF	4531
